조사방식	채널	고객경험단계	서비스품질요소	고객경험요소
BU	고객센터	보이는ARS	UI 심미성	디자인의 깔끔함 및 통일성
BU	고객센터	보이는ARS	UI 심미성	아이콘 및 이미지의 직관성
BU	고객센터	보이는ARS	UI 심미성	화면 가독성 및 폰트 크기
BU	고객센터	보이는ARS	UI 심미성	화면 전환 및 애니메이션 효과
BU	고객센터	보이는ARS	UI 심미성	정보 계층의 시각화
BU	고객센터	직원상담	반가운 맞이/배웅인사	첫인사 및 상담원 이름 고지
BU	고객센터	직원상담	반가운 맞이/배웅인사	밝고 친절한 목소리 톤
BU	고객센터	직원상담	반가운 맞이/배웅인사	장시간 대기고객 양해멘트 실시
BU	고객센터	직원상담	반가운 맞이/배웅인사	상황에 맞는 종료인사
BU	고객센터	직원상담	반가운 맞이/배웅인사	고객 최초 발화 전 경청 태도
BU	고객센터	직원상담	경청 및 의도파악	고객 발화 중간 끊기 여부
BU	고객센터	직원상담	경청 및 의도파악	고객 문의 내용 신속 파악
BU	고객센터	직원상담	경청 및 의도파악	문의 목적의 심층적 파악
BU	고객센터	직원상담	경청 및 의도파악	침묵을 이용한 경청 태도
BU	고객센터	직원상담	경청 및 의도파악	이전 채널(ARS/챗봇) 정보 활용
BU	고객센터	직원상담	친절한 응대/공감	공감 표현의 진정성
BU	고객센터	직원상담	친절한 응대/공감	긍정적 언어 사용
BU	고객센터	직원상담	친절한 응대/공감	고객 감정적 반응에 대한 차분한 대응
BU	고객센터	직원상담	친절한 응대/공감	고객 존중 표현
BU	고객센터	직원상담	친절한 응대/공감	문제해결을 위한 적극적인 자세
BU	고객센터	직원상담	업무지식의 전문성	문의 내용에 대한 정확한 답변
BU	고객센터	직원상담	업무지식의 전문성	빠르고 신속한 업무 처리
BU	고객센터	직원상담	업무지식의 전문성	복잡/예외 상황 해결 능력
BU	고객센터	직원상담	업무지식의 전문성	상품/서비스 정보의 깊이
BU	고객센터	직원상담	업무지식의 전문성	문의 내용 외 부가 정보 제공
BU	고객센터	직원상담	고객 눈높이 용어 사용	전문 금융 용어의 순화 설명
BU	고객센터	직원상담	고객 눈높이 용어 사용	내부 업무 약어 사용 금지
BU	고객센터	직원상담	고객 눈높이 용어 사용	설명 속도의 적정성
BU	고객센터	직원상담	고객 눈높이 용어 사용	핵심 정보 중심 간결한 안내
BU	고객센터	직원상담	고객 눈높이 용어 사용	설명 후 고객 이해도 확인
BU	고객센터	직원상담	대기양해 멘트	대기 예상 시 사전양해 요청
BU	고객센터	직원상담	대기양해 멘트	대기 사유의 정확한 고지
BU	고객센터	직원상담	대기양해 멘트	장시간 대기 시 중간 안내
BU	고객센터	직원상담	대기양해 멘트	대기에 대한 감사 표현
BU	고객센터	직원상담	대기양해 멘트	대기 중 고객 질문 응대
BU	고객센터	챗봇상담	서비스 접근성	채널 접근 용이성
BU	고객센터	챗봇상담	서비스 접근성	24시간 서비스 가능 여부
BU	고객센터	챗봇상담	서비스 접근성	별도 로그인 요구 여부
BU	고객센터	챗봇상담	서비스 접근성	빠른 재접속 편의성
BU	고객센터	챗봇상담	서비스 접근성	문의 이력 조회 기능
BU	고객센터	챗봇상담	의도파악 정확성	복합/모호 질문 처리 능력
BU	고객센터	챗봇상담	의도파악 정확성	오탈자 및 띄어쓰기 오류 보정
BU	고객센터	챗봇상담	의도파악 정확성	동의어 및 유의어 처리 능력
BU	고객센터	챗봇상담	의도파악 정확성	연속 질문의 맥락 유지
BU	고객센터	챗봇상담	의도파악 정확성	의도 재확인 질문 제공
BU	고객센터	챗봇상담	답변 신속성	질문 입력 후 응답 소요 시간
BU	고객센터	챗봇상담	답변 신속성	지연 없는 연속 대화 처리
BU	고객센터	챗봇상담	답변 신속성	챗봇 성능 및 서버 안정성
BU	고객센터	챗봇상담	답변 신속성	답변 표출 방식의 효율성
BU	고객센터	챗봇상담	답변 신속성	실시간 정보 업데이트 속도
BU	고객센터	챗봇상담	답변 정확성	문의 내용과의 일치도
BU	고객센터	챗봇상담	답변 정확성	최신 정보 및 규정 반영
BU	고객센터	챗봇상담	답변 정확성	답변 출처의 명확화
BU	고객센터	챗봇상담	답변 정확성	불가능한 요청에 대한 명확한 설명
BU	고객센터	챗봇상담	답변 정확성	관련 업무/대안 정보 제공
BU	고객센터	챗봇상담	자연스러운 대화	사람다운 언어 및 말투
BU	고객센터	챗봇상담	자연스러운 대화	감성적 표현 및 공감 능력
BU	고객센터	챗봇상담	자연스러운 대화	질문 유형에 맞는 답변 스타일
BU	고객센터	챗봇상담	자연스러운 대화	부적절/무의미 대화 처리
BU	고객센터	챗봇상담	자연스러운 대화	상담원 연결의 자연스러운 유도
BU	고객센터	콜봇상담	상담원 연결 원활성	상담원 연결 요청의 신속 인식
BU	고객센터	콜봇상담	상담원 연결 원활성	연결 임박 시 대화 내용 전달
BU	고객센터	콜봇상담	상담원 연결 원활성	상담원 연결 옵션의 명확한 고지
BU	고객센터	콜봇상담	상담원 연결 원활성	콜봇 처리 후 상담원 연결 대기열 진입
BU	고객센터	콜봇상담	상담원 연결 원활성	상담원 연결 요청 반복 발생 시 우선 연결
